WholeText,Target_Name
"It’s always an honor to celebrate the best of Atlanta’s marketing community at the AMA Atlanta (American Marketing Association, Atlanta Chapter) AMY Awards, but it was even more special to reunite with some of our team and peers to recognize the amazing work of the last year.",Awards/Recognition/Achievement
"Alluxa announces the ground-breaking development of 15-band optical filters for use in the Exoplanet Transmission Spectroscopy Imager (ETSI) instrument at Texas A&M University. Mike Scobey, a co-author of the paper and CEO at Alluxa, notes, “The Alluxa engineering team developed the custom 15-band technology for Texas A&M for this groundbreaking ETSI project to detect the atmospheres of exoplanets of distant stars”. Read more about this unique multi-band optical filter design and how it’s integral to Texas A&M’s Exoplanet Transmission Spectroscopy Imager (ETSI) instrument.",Product/Service Launch
"At some point this fall, Calavo Growers Inc. is expecting to open a new distribution center in Portland, OR, to better service its customers in the Pacific Northwest, including Canada. Rob Wedin, executive vice president of fresh sales for the Santa Paula, CA-based company, said Calavo is continually upgrading its facilities to better serve the changing needs of the retail and foodservice industries. For example, it has added a new bagging machine in the United States this year to help meet the growing demand for bagged avocados. “We try to do as much bagging as we can at the packing facilities in Mexico but having additional bagging capacity up here (in the U.S.) gives us flexibility,” he said. Bagged avocados have been gaining market share for the last several years, receiving a big boost during this time of COVID-19 as consumers are anxiously buying lots of bagged produce for the perceived safety of buying product that has been touched by fewer hands. Wedin said bagged avocados have attracted consumers throughout the product line. He noted that there are bagged organic avocados as well as large, medium and small sized fruit presented in that fashion. He said the very small fruit — 84s and smaller — has become less popular but every other bagged option is seeing increased sales.",Product/Service Launch
Video,LinkedIn impressions/activity
"The next big supply chain disruption requires real world solutions. There has been good information shared on lessons learned to reduce supply risk before/during the pandemic.Unfortunately there is less useful information on how to prepare for the next big supply chain disruption as most of them are ""textbook"" guidance.Those are fine for studying theory, but fall short when it comes to the real world.In my experience, this can be accomplished in 3 phases.Phase 1 - dentify risks.Identifying risks is based on macro-economic factors, industry specific risks, and your own business risk situation.Phase 2 - Prioritize your risks.An effective way to prioritize risk is using predictability and impact to the business quadrants.Phase 3 - Translate prioritized risk to a contingency plan.A good approach is to work proactively to mitigate risk by individual sectors (predictability vs. impact quadrants) and develop a common core of preventive measures. This is easier said than done.Some of the challenges encountered and discussed with other professionals are:· Lack of process· Resource availability to properly support ffort· Unclear scope· Difficulty moving past the conference room theory· Reverting to a more data driven prioritization during phase 2.But we must continue to strive for real world solutions.Supply chain disruptions cannot be solved with answers from the back of a textbook.What are your challenges in preparing for the next big supply chain disruption and how are you handling them?",LinkedIn impressions/activity
"I’m excited to share L3Harris was honored with the Corporate Partner of The Year Award by INROADS, Inc during their 50th Anniversary Gala. My leadership journey started with an INROADS internship when I was 17. Through a series of internships and progressive leadership development training, I was equipped with the foundational skills which created countless opportunities. At L3Harris we’re building a diverse talent pipeline while supporting the best customers and the most important missions!",Awards/Recognition/Achievement
"Moroch CEO Matt Powell will be speaking at Placer.ai's Discover 2021 event next month, discussing marketing tactics and brick and mortar businesses can use to thrive.",Event/Seminar
"Bonchon Chicken, a South Korean-based international fried chicken restaurant franchise, struggled with a lack of brand awareness but enjoyed an almost cult following among food enthusiasts with their crispy fried chicken wings and unique flavors. They needed a media partner that could help them not only gain awareness and new customers but drive online orders while indoor dining was restricted due the pandemic. It was also critical that the strategy be scalable to accommodate the anticipated growth in the number of franchise locations. After being introduced by their creative agency and long-time Mindstream partner, we began collaborating with the Bonchon marketing team to create a recipe for success by leveraging a digital-first media plan with mouth-watering creative.",Merger/Acquisition/Partnership
"On September 11, Mindstream Media Group celebrates a 20-year business relationship with Dillard’s. We are proud to have maintained such a lengthy partnership with the national department store chain, as it confirms the value provided to the brand through innovative and impactful advertising and media strategy. We are looking to the future and are excited to continue bringing integrated, multichannel solutions with positive business results to the Dillard’s brand. Dillard’s Inc. was founded by William T. Dillard in 1938 in Nashville, Arkansas and is now headquartered in Little Rock, Arkansas. Dillard’s Inc. department store chain now ranks among the nation’s largest fashion retailers, with 250 locations and 32 clearance centers spanning 29 states and operates online at dillards.com. Dillard’s “focuses on delivering style, quality and value to its customers by offering premium fashion apparel, beauty and home collections from both national and exclusive brand sources. Dillard’s complements this curated merchandise assortment with exceptional, client-focused customer care.” When Dillard’s joined the agency client roster in 2001 (formerly as Southwest Media Group), it grew the size of the agency business by almost 50 percent. It also was the first of many retail clients to follow. Now, 20 years later, the partnership continues to grow and evolve along with the rapidly changing media landscape.",Awards/Recognition/Achievement
"We're proud to have three 2021 Alliance for Women in Media, Dallas-Fort Worth Award of Excellence Nominees at Mindstream Media Group: Bradi Slovak - Digital Agency Personnel, Chandler Swanner - Agency Rising Star and Shelby Clement - Local Planner. Congratulations and best wishes to all of the nominees!",Awards/Recognition/Achievement
"Exciting news: we’ve raised $510M in funding led by new investor Lone Pine Capital LLC! As the first and only fintech with a bank charter, we’ve spent the past four years building a sustainable and trustworthy business fueled by our mission to advance financial inclusion, resilience, and opportunity for all. This new capital will supercharge our growth engine and unlock more complex and personalized product offerings designed to meet the needs of our most valued stakeholders: our customers.",Awards/Recognition/Achievement
"For more than 10 years, Future Trends has united thousands of forward-thinking, creative and innovative people from around the world. For 2021, the conversation continues virtually, to discuss micro and macro trends disrupting how business gets done, across insights, innovation and marketing.",Event/Seminar
Mod Op is honored to have received the Best Overall Design in #Digital award from Content Marketing Institute for our work on the Belvedere Vodka website. A special thanks to all the team members involved and to our long-term partnership that trusts our expertise and values our shared success.,Awards/Recognition/Achievement
"Local advertising agency, Think Shift, and APTN took home Campaign of the Year and Judges’ Favourite Campaign at the annual Signature Awards, held by the Advertising Association of Winnipeg. APTN’s language revitalization campaign aims to bring awareness to the 70+ Indigenous languages spoken across Turtle Island and the heartbreaking reality that many are at risk of being lost permanently. “Our language campaign aims to show that Indigenous language reclamation is possible,” says Lisa Ducharme, APTN’s director of online content. “We want our stories of progress to inspire hope and pride among our people. Language is—and has always been—the foundation of our culture and identity. APTN is eternally grateful to the language keepers who supported ‘Speak With Pride’ by sharing their words, voices and stories with us. They aspire to exercise collective strength in bringing our languages back.” This year, Think Shift and APTN marked National Indigenous Languages Day by launching the “Speak With Pride” campaign nationwide. Through the online platform at speakwithpride.ca, audiences were encouraged to discover the stories of Indigenous community members. The website remains a virtual safe space for language keepers to share their stories, for silent speakers to find their voice and for language seekers to learn.",Awards/Recognition/Achievement
"What is Social Media Management (SMM)? While there are varying definitions, our team uses it as the process of managing and promoting your business through various social media platforms such as Facebook, Instagram, and Twitter. By creating, publishing, and analyzing content tailored to your audience, there can be many benefits of SMM. Follow along with our team and learn three key ways that social media management can benefit and grow your business.",LinkedIn impressions/activity
We support the American workforce through continued investment in education and training. Our recently announced $150B+ investment in leading-edge memory manufacturing and R&D could help bring new opportunities to the U.S.,Fund Raise/Investment
"Micron Technology, Inc. (Nasdaq: MU), today announced that its high-performance 16Gb/16Gbps GDDR6 memory solution is now available with AMD Radeon™ RX 6000 Series graphics cards built on the AMD RDNA™ 2 gaming architecture. Using Micron’s advanced 1z process technology, this latest version of GDDR6 enables up to 512GB/s system performance for demanding applications like gaming and graphics. Today’s announcement continues Micron’s rich history of innovation and collaboration with industry leaders to deliver breakthrough performance that enables the most advanced gaming solutions. As graphics and gaming applications become more demanding, so do the requirements for high bandwidth memory and system performance. Modern gamers expect high-resolution, immersive experiences, and GDDR6 delivers with its support of fast frame rates. The result is excellent performance and speed that minimize lag time and provide gamers with lifelike effects.",Product/Service Launch
"STEMCO Launches NEW Hubodometer Selector Tool! The new Hubodometer Selector on the STEMCO website leads its users through a simple process by recommending relevant product offerings according to vehicle brand, model, or tire measurements.",Product/Service Launch
"Our employees are passionate about STEM education. It’s why we created our K-12 Robotics Program, led by L3Harris employees who mentor elementary through high school student teams in robotics competitions. This year, 47 teams received over $195K in funding with the hope of igniting a passion for a career in STEM.",Product/Service Launch
"We partnered with Rheinmetall, Raytheon Technologies, Textron Systems and Allison Transmission to produce the next-generation American-made infantry fighting vehicle, the Lynx OMFV. It’s optionally manned, giving the warfighter every option to dominate the battlespace.",Merger/Acquisition/Partnership
"Ask for help! And even more importantly for the leaders out there, it's imperative we create a psychological safe space so our teams feel they CAN.",LinkedIn impressions/activity
"On September 11, Mindstream Media Group celebrates a 20-year business relationship with Dillard’s. We are proud to have maintained such a lengthy partnership with the national department store chain, as it confirms the value provided to the brand through innovative and impactful advertising and media strategy. We are looking to the future and are excited to continue bringing integrated, multichannel solutions with positive business results to the Dillard’s brand. Dillard’s Inc. was founded by William T. Dillard in 1938 in Nashville, Arkansas and is now headquartered in Little Rock, Arkansas. Dillard’s Inc. department store chain now ranks among the nation’s largest fashion retailers, with 250 locations and 32 clearance centers spanning 29 states and operates online at dillards.com. Dillard’s “focuses on delivering style, quality and value to its customers by offering premium fashion apparel, beauty and home collections from both national and exclusive brand sources. Dillard’s complements this curated merchandise assortment with exceptional, client-focused customer care.” When Dillard’s joined the agency client roster in 2001 (formerly as Southwest Media Group), it grew the size of the agency business by almost 50 percent. It also was the first of many retail clients to follow. Now, 20 years later, the partnership continues to grow and evolve along with the rapidly changing media landscape.",Merger/Acquisition/Partnership
AUDIENCEX was listed as a Silver award winner for the W3 Awards! View our award-winning work here:,Awards/Recognition/Achievement
"We are incredibly excited to share that seven of our female leaders have been featured in the 50 Women in Advertising and Media edition of the September issue of Philly Ad News. These women shared insights on a wide array of topics from overall challenges to work-life balance and more. Read the articles penned by Mary Stengel Austen, Tracey (Wehrfritz) Santilli, Kate O'Neil, Theresa Zonia, Kaitlyn Tivenan, Mercedes C. Smith and Arthi Veeraragavan here",Awards/Recognition/Achievement
"Earners of the Trading Essentials certification have developed specialized skills required to effectively strategize and trade programmatic advertising campaigns. Earners are competent in skills such as developing and testing strategies, modeling against 1st and 3rd party data, utilizing insights to set more robust KPIs, optimization techniques, and more.",Awards/Recognition/Achievement
"No glitch here—you’re seeing triple. A huge thank you to the judges of the MUSE Awards for selecting not one, not two, but three of our Verizon campaign activations as platinum winners—we’re absolutely honored.",Awards/Recognition/Achievement
"We're proud of the award-winning talent that calls Mindstream Media Group home. This year we had 3 team members nominated for the Alliance for Women in Media, Dallas-Fort Worth excellence awards.",Awards/Recognition/Achievement
"Award shows beginning with “P” have been good to us lately. First, the American Marketing Association | Rochester Pinnacle Awards and this week the PRSA Rochester PRism Awards which included us sweeping the video category! Congrats to our clients DICK'S Sporting Goods, Rochester Colonial Mfg. Corp., and iVEDiX Inc., and kudos to all of the other winners!",Awards/Recognition/Achievement
Super proud of our little 9Rooftops search team for being named a finalist in the 2021 OMMA Awards in SEM for our work with Qdoba https://lnkd.in/dgQDPBT,Awards/Recognition/Achievement
"According to Christine Caine, to build a strong team, you must see someone else's strength as a complement to your weakness, not a threat to your position or authority. Unless you work alone, good teamwork is crucial to business success. To create a team environment where everyone understands the “The No I in Team” concepts, be sure to offer the right inspiration and motivation because to achieve anything great in business, it must be done by a team of people.",LinkedIn impressions/activity
"Calavo is committed to delivering the freshest, most flavorful Hawaiian Papaya to our customers while also reducing food waste. We're pleased to team up with Hazel Technologies, Inc to this end!",Merger/Acquisition/Partnership
"Micron Technology, Inc. (Nasdaq: MU), has been named one of the 2021 Best Workplaces in Manufacturing and Production by Fortune magazine and Great Place to Work®. The recognition reflects the company’s success in creating an engaging culture of innovation where team members are seen, heard, valued and respected, further illuminating Micron’s commitments to diversity, equality and inclusion. Honorees are also recognized for their ability to be competitive in the global marketplace, especially during the pandemic when worker well-being has been critically important. “Micron’s manufacturing teams are committed to supplying world-class quality and cost-competitive memory and storage products around the globe,” said Manish Bhatia, executive vice president of Global Operations at Micron. “This recognition reflects our team’s excitement in delivering Micron’s industry-leading technology at scale, and their strong engagement as we continue to support our customers while keeping our employees safe during the pandemic.” Micron has 13 manufacturing sites around the world that employ over 60% of its workforce. During the pandemic, the company’s acute focus on safety and well-being enabled its manufacturing team to continue delivery of essential memory and storage solutions to market. The company was among the first in the industry to implement safety protocols and procedures such as thermal scanning to keep team members safe. Additionally, every Micron manufacturing site established its own remote-operations control center, using automation and augmented reality/virtual reality (AR/VR) solutions to help perform tool installations and maintenance when suppliers, engineers and technicians couldn’t physically be present.",Awards/Recognition/Achievement
"Opportunities exist throughout a bakery to improve the company’s carbon footprint, whether it’s quick changes or major capital projects. In this episode of Since Sliced Bread, Margaret Ann Marsh, vice president of sustainability and environmental at Flowers Foods, Thomasville, Ga., explains how even the small changes have a big impact. “We have 46 bakeries,” she said. “Small projects might seem minimal at some locations, but if you spread those projects out over 46 bakeries, it makes a big impact.” These small projects she refers to are the low-hanging fruit of a sustainability plan: installing sensors to turn off idle equipment, upgrading lighting, eliminating compressed air inefficiencies. But the company also has put sustainability at the forefront as it makes decisions regarding major capital investments. Hear about how Flowers Foods incorporates sustainable initiatives at every level and reaps not only environmental rewards but also business benefits.",Product/Service Launch
"Due to skyrocketing diversion of soy and canola oil to make biofuels for government transportation subsidies, we are facing an unprecedented crisis-level shortage in edible vegetable oil for baked goods and other food products. Urge Congress to reach out to EPA to tell them to use their statutory authority under the federal Renewable Fuel Standard (RFS) program to consider food and commodity prices when setting the upcoming Renewable Volume Obligation (RVO) mandates for biodiesel and renewable diesel.",LinkedIn impressions/activity
"We are committed to reducing our environmental impacts and were named as a 2021 Texan by Nature 20 Honoree. Heidi, our worldwide ESH director, highlights our commitment to sustainability. ""This acknowledgment truly reaffirms our ongoing commitment to environmental stewardship. We are proud to be counted among local corporate citizens who also act as good neighbors, and who demonstrate that it is possible to embrace sustainability and recognize its benefits while responsibly operating a large, global enterprise.""",Awards/Recognition/Achievement
"Texas Instruments (TI), the most trusted, most recommended brand of graphing calculator, announced the next generation of the TI-84 Plus family – the TI-84 Plus CE Python graphing calculator. Available in time for back to school, the TI-84 Plus CE Python graphing calculator helps students explore, visualize and better understand math and science, while also introducing them to Python, one of the fastest growing, most popular programming languages in the world. At Texas Instruments, we care about making sure the next generation is learning the skills to be successful in the future workforce,"" said Peter Balyta, president of TI Education Technology. ""Python is a programming language that is easy to get started with, good for beginners and advanced programmers alike and is widely used by many of the world’s leading technology companies in areas such as app development and artificial intelligence."" The new TI-84 Plus CE Python graphing calculator includes familiar features like a full-color screen, lightweight design and a rechargeable battery that can last up to a month on a single charge. Unlike laptops and tablets, the TI-84 Plus CE Python graphing calculator does not have any distractions like Wi-Fi, Bluetooth or a camera, keeping kids focused on learning. Parents will also appreciate that the calculator is built to withstand the demands of the classroom year after year, and it will take students from middle school math and science classes all the way through college.",Product/Service Launch
"Today, 9Rooftops, a leading integrated marketing agency, announced the launch of their new data-driven marketing division, Trajectory, which uses data science and machine learning to bring the most advanced analytical methods to common marketing issues. As marketers continue to shift strategies in response to privacy protections, business intelligence is transforming, and they need to understand why and what levers can be pulled in response to these changes. Trajectory helps clients unlock the true potential of their data, delivering unexpected insights that connect brands to their consumers. Co-led by young industry titans, Amy Nixon, SVP, Director of Strategy and Josh MacCarty, Vice President, Director of Data Science and Analytics, the new division is excited to help brands get the most from their data, using a flexible, scalable model. Nixon and MacCarty will continue to provide data marketing services to existing 9Rooftops clients, who are already leveraging Trajectory’s marketing strategies. “There’s an art and science to what we do – by harnessing the power of data and adding context and strategy, we deliver a data-backed strategic roadmap,” said Amy Nixon, SVP, Director of Strategy. “Trajectory was born from the idea that marketers have fundamental questions they ought to be able to answer but increasingly, can’t. ‘What was the effect of this program on sales?’ ‘How can I generate more traffic?’ Whether it’s identifying marketing attribution or forecasting with confidence, Trajectory provides answers to make marketers’ jobs easier.”",Product/Service Launch
"Geonetric, a leading digital experience agency for the healthcare industry, is pleased to announce it is a Sitecore Associate Partner. This designation recognizes the agency’s partnership with the digital experience management software provider and Geonetric’s ability to help healthcare organizations use the enterprise software to fulfill their digital transformation efforts.“Healthcare providers are challenged more than ever to create personalized digital experiences that lead to action. This partnership ensures that healthcare systems can deliver results using the powerful features and functionality in the Sitecore solutions,” said Linda Barnes, CEO of Geonetric. “The Geonetric team brings decades of extensive healthcare experience coupled with impressive digital strategy and user experience expertise to the table to optimize the digital experience delivered by Sitecore technology for the evolving patient journey.” Geonetric’s proven success with premier healthcare brands includes strategic guidance on optimizing the user experience, full site redesigns, building sustainable upgrade paths, as well as planning for a move to the Sitecore Digital Experience Platform (DXP). Clients benefit from the agency’s healthcare expertise as well as its focus on the healthcare consumer.",Merger/Acquisition/Partnership
"9Rooftops Marketing is pleased to announce a deeper commitment to transforming human potential with an investment in Virginia Commonwealth University’s Camp ADventure, hosted by the Richard T. Robertson School of Media and Culture. “We are thrilled to return to Camp ADventure in 2021 and play a larger role with the students and mentors who are committed to building on the bedrock of diverse perspectives to propel our industry forward,” said Kevin Meany, CEO at 9Rooftops Marketing. “We believe in the power of perspective and what it does to fuel creativity.” Camp ADventure, which is June 1 to July 16, is a free advertising internship and creative competition that attracts current college students and recent graduates from across the country. The six-week program teaches campers about developing an advertising campaign, building a portfolio, and networking with industry professionals. Campers work on interdisciplinary teams and gain hands-on, real-life advertising experience. New this year, 9Rooftops is partnering with Camp ADventure to support development of new and more inclusive programming. The additional support provided by 9Rooftops will enable VCU to add a focused section of industry learning based on principles of inclusion. This track of programming offers student campers from non-traditional recruiting locations, such as community colleges and historically Black colleges and universities, access to the latest research on bias and decision-making, marketing planning tools, education resources, and industry mentors, which they otherwise may not have access to as part of their current education plan.",Merger/Acquisition/Partnership
"This just in- Media Experts has been selected as the winner of the Invoca Partner Collaboration Award! To find out more visit: https://bit.ly/3agGJF7 and to see our acceptance speech, click here: https://bit.ly/3AjaeAz",Awards/Recognition/Achievement
"We are so proud of our [A] team for their winnings at the #KoaAnvil Awards with PRSA Hawaii last week! 🏆 Our team brought home a total of 14 awards, including the coveted Best of Show award!",Awards/Recognition/Achievement
I couldn't be more excited to announce the launch of Trajectory - Data Science & Strategy Group -- check us out to see what strategic data science can do for you and your organization!,Product/Service Launch
We have combined to win four gold medals 😂. Good to finally meet Ryan Murphy in person! Love working with him on his social strategy at the Dalton Agency. Great guy with an awesome family.,Merger/Acquisition/Partnership
"Congratulations to our friends at Camp Corral! We’re proud to support their work serving the children of wounded warriors. Positive Monday news! DAV (Disabled American Veterans) made a wonderful donation to support Raleigh, NC's Camp Corral. Thanks to Lori Noonan and Anthony Popiel for using Newswire to share this story!",Donation/Philanthropy
"The US Department of Energy, through its Better Plants Program, has recognized Flowers Foods, Inc. with a 2021 Better Project Award for the successful conversion of the company’s baking plant in Lynchburg, Va., into an energy-efficient, organic bakery producing Dave’s Killer Bread. The annual award recognizes companies for outstanding accomplishments in implementing industrial energy, water, and waste projects at individual facilities. Flowers Foods’ conversion at the Lynchburg plant included a new high-efficiency oven and heat recovery system that eliminates the need for gas-fired boilers, a new refrigeration system that saves water and energy and eliminates the need for a cooling tower, an energy-efficient air compressor requiring half the horsepower of the previous device, installation of LED lights throughout the facility that save energy and reduce the heat in the plant, a new pan cooler and enclosed dual cooling towers.",Awards/Recognition/Achievement
"Micron was honored to participate in the recent JEDEC #DDR5 spec announcement, enabling the industry to deliver enhanced performance and reliability for #datacenter customers across a wide range of applications.",Merger/Acquisition/Partnership
"EnPro Industries, Inc. (NYSE: NPO), an industrial technology company, today announced that it has entered into a definitive agreement to acquire NxEdge, Inc. (“NxEdge”), an advanced manufacturing, cleaning, coating, and refurbishment business focused on the semiconductor value chain, from Trive Capital. The transaction marks a significant next step in Enpro’s multi-faceted strategy to position itself in secularly growing, high-margin industrial technology-related businesses with aftermarket exposure and recurring revenue streams.Under the terms of the agreement, Enpro will acquire NxEdge for $850 million in cash. Upon closing, NxEdge will become part of Enpro’s Advanced Surface Technologies (AST) segment. Together, the combined business will offer differentiated, integrated solutions with expanded customer relationships and a diversified geographic reach. Based in Boise, Idaho, NxEdge serves customers across the semiconductor supply chain, including top tier global integrated device manufacturers (IDM) and original equipment manufacturers (OEM) from six main facilities located in Idaho and California. With vertically integrated capabilities across the semiconductor value chain, including a robust aftermarket business, NxEdge is a leading supplier offering a set of integrated capabilities with unique processes resulting in a broad range of qualifications at top customers.",Merger/Acquisition/Partnership
"MGA Entertainment (MGAE) has triumphed in this year’s Loved By Children Awards, with multiple wins for L.O.L Surprise!, Rainbow High, Glitter Babyz, Little Tikes, Baby Annabell and BABY born Surprise. MGAE brands were named as winner in nine of the 10 Playtime categories. Best-selling fashion doll and collectable brand L.O.L. Surprise! claimed three platinum wins. The must-have L.O.L. Surprise! O.M.G. House of Surprises, complete with over 85+ surprises and 10 fully equipped rooms over four storeys, was awarded top spot in the Best Dolls House group. The brand also claimed Best Activity Toy for the L.O.L. Surprise! O.M.G. Movie Magic Studios – a movie toy playset with 70+ surprises and a 3D unboxing experience. The brand’s third accolade saw the L.O.L. Surprise! O.M.G. 4-in-1 Glamper winning Platinum in the Best Interactive Toy 3-6 years category. The playset features 10+ hangout areas and 55+ surprises with endless opportunities for imaginative play. Little Tikes, meanwhile, won accolades in four different categories. Rescue Tales Groom N Go Pet Backpack took the Gold award in both the Best Activity Toy and Best Play Set categories. Little Tikes’ Tobi 2 Director’s Camera snapped up Gold in Best Electronic Toy category, and Platinum in the Best Toy Design category. The final award came in the Best Innovative Toy 2022 category, where the recently launched My Real Jam Electric Guitar scooped Platinum.",Awards/Recognition/Achievement
"Hall of Fame Resort & Entertainment Company (“HOFV” or the “Company”) (NASDAQ: HOFV, HOFVW), the only resort, entertainment and media company centered around the power of professional football,today announced it has signed a multi-year, multi-million dollar agreement with global network infrastructure provider CommScope (NASDAQ: COMM). Per terms of the agreement, CommScope will receive certain intellectual property rights, entitlements and advertising benefits at the Hall of Fame Village powered by Johnson Controls (the “Village”), and will integrate its state-of-the-art technology to help immerse guests and provide them with a one-of-a-kind experience.“As a world-class travel and leisure hub that welcomes an array of sports fans from around the world, Hall of Fame Village powered by Johnson Controls requires a reliable and efficient technology infrastructure,” said Erica Muhleman, Executive Vice President of New Business Development/Marketing & Sales for HOFV. “We are excited to sign a multi-year agreement with CommScope to enhance the enjoyment of the Village for all of our guests, meeting their technology demands and providing them with a truly seamless experience. Moreover, the partnership brings significant added financial value to our Company as we continue to evolve, creating a world-class destination in Canton, Ohio.This partnership is further testament to the quality of the brands that want to be associated with what we are building.” CommScope brings the latest state-of-the-art technology that will allow all guests to enjoy and be immersed in a one-of a kind experience.The partnership allows CommScope to receive certain rights to the Village’s intellectual property and the use of its logo, and will receive entitlement and branding rights to the suite level of Tom Benson Hall of Fame Stadium throughout the term of the agreement.",Merger/Acquisition/Partnership
"Studies being conducted at assisted living centers and Alzheimer’s research are already showing improved cognitive abilities with VR interaction, game makers need to develop more with physical and mental therapists.",LinkedIn impressions/activity
"In partnership with our client, United Concordia Dental, we are proud to announce that our combined marketing efforts for 2021 have taken home the FIVE awards listed below! – Viddy Awards: 2021 Platinum Winner - “Fortify” campaign TV commercial The Telly Awards: 2021 Silver - “Fortify” campaign TV commercial - Hermes Creative Awards: 2021 Gold Winner - FEDVIP “Starts with U” digital ad campaign – Dot Comm Awards: 2021 Gold Winner - FEDVIP “Starts with U” paid media ad campaign – Davey Awards: 2021 Silver Winner - “Fortify” campaign TV commercial We are incredibly humbled by the reaction these campaigns have received. Please join us in extending congratulations to all involved for their hard work and remarkable efforts!",Awards/Recognition/Achievement
We sincerely enjoyed getting to know the wonderful people that run Central Furniture Rescue and helping them realize their goals with a brand new website. Central Furniture Rescue takes furniture that would otherwise end up in a landfill and provides it to people that are transitioning out of homelessness. Check out their new website and all the good for they do here in our community:,Merger/Acquisition/Partnership
"Our Nashville office began this morning with a national publicity pitch announcing the launch of TechIntoNashville. It is a marketing campaign we are conducting for the Greater Nashville Technology Council to recruit more tech workers to Nashville, where the tech economy is exploding. Click on the third link below to read the press release and view the video we are distributing via BusinessWire.",Product/Service Launch
"We had a golden time hosting our client, Olympic gold medalist Ryan Murphy, at our Jacksonville office for some photos and an employee Q+A.",Event/Seminar
"We are thrilled to announce that SmartBug Media has made the Top 75 Adweek Fastest Growing Agencies list for the third year in a row! “We are proud and humbled to be named to such a prestigious list, especially given the fact that Adweek is a household name for marketers. This is a testament to the hard work our team of SmartBugs devotes every day to exceed clients’ expectations and help them achieve their revenue and growth goals,” said Ryan Malone, CEO and founder of SmartBug Media.",Awards/Recognition/Achievement
"SmartBug Media®—a leading Intelligent Inbound® marketing agency that assists businesses in generating leads; increasing awareness; and building brand loyalty through inbound marketing, digital strategy, design, marketing automation, revenue operations and public relations — today announced that it has been named to the prestigious Inc. 5000 list of the fastest-growing private companies in America for the fifth year in a row. That kind of consistency and sustained growth has been achieved by few companies, especially through tumultuous global circumstances, and it demonstrates the success of SmartBug’s® business model and values. “We are incredibly humbled to be recognized with this honor for the fifth year in a row,” SmartBug CEO Ryan Malone said. “I always say that our success is a team effort. Our ability to earn sustained growth through challenging economic times validates our business model, innovation, values, positive workplace culture, award-winning client work and market lead in customer endorsements.”",Awards/Recognition/Achievement
"At George's, safety is a condition of employment. All team members lead by example when creating a safe environment!",Awards/Recognition/Achievement
"Kaiser Aluminum Corporation (NASDAQ:KALU) announced today that its rolling mill near Evansville, Indiana (the “Warrick facility”) has received the Performance Standard Certification with Provisional status from Aluminum Stewardship Initiative (“ASI”) for its ingot casting centers, rolling mills and finishing production centers. The Warrick facility is one of only four dedicated rolling mills in North America for the packaging industry and is the first facility of its type in this market to achieve ASI Performance Standard certification for responsible sourcing and stewardship of aluminium. “This is a very important milestone for our Warrick facility and for our customers, as we continue to support the growing sustainability trends and secular shift to aluminum in the beverage and food packaging industry,” said Keith A. Harvey, President and Chief Executive Officer. “At Kaiser Aluminum, we recognize that long-term excellence requires sustainable practices. Achieving the ASI certification reflects our commitment as a strong and proactive member of the industry to foster improvement in sustainability and promote responsible and sustainable practices throughout the aluminum value chain.” The Performance Standard Certification with Provisional status was issued under the ASI Interim Policy regarding Audits, Audit-Related Travel and Coronavirus, which clarifies the reasonable accommodations that can be made to audit plans in consideration of the current situation relating to COVID-19.",Awards/Recognition/Achievement
"Qualcomm Technologies, Inc. introduces Snapdragon Spaces™ XR Developer Platform, a headworn Augmented Reality (AR) developer kit to enable the creation of immersive experiences that seamlessly blur the lines between our physical and digital realities. With proven technology and an open, cross-device horizontal platform and ecosystem, Snapdragon Spaces delivers the tools to bring developers’ ideas to life and revolutionize the possibilities of headworn AR. Snapdragon Spaces is in early access with select developers and is expected to be generally available in the Spring of 2022.",Product/Service Launch
"CommScope announced today that Liberty Global has selected its High-Density R-PHY Shelf as a key component of its next-generation global gigabit broadband network. The HD Shelf will enable Liberty Global to push fiber deeper into its HFC network and realize the efficiencies associated with Distributed Access Architectures (DAA).The HD Shelf will enable Liberty Global to add more capacity in the network and transport digital Video, Data and Voice services over fiber to remote locations.“Liberty Global is a worldwide leader in next-generation gigabit broadband, and this deployment of CommScope’s HD Shelf cements our position at the forefront of HFC network transformation,” said Colin Buechner, managing director and chief network officer, Liberty Global. “We’re working closely with CommScope to efficiently and reliably evolve our network so that we can continue to deliver the cutting-edge speeds and experiences that our subscribers demand.”",Awards/Recognition/Achievement
image,Awards/Recognition/Achievement
It's Official! I'll be on stage at #INBOUND2021 moderating a lively debate between two of my favorites: Stephen Lackey & Molly Rigatti.They will be going head to head on #ABM vs #ContentMarketing.,Event/Seminar
"Isn't everything better with diversity? Ecosystems benefit from species diversity like the Amazon, genetic diversity is the engine of evolution....and who doesn't like a well-executed buffet? :-) Cognitive diversity shapes the 'creative crucible' where divergent viewpoints are harmonized into concepts. That's when the Magic happens!",LinkedIn impressions/activity
"I'm not sure what I was expecting from Oprah's session but she respectfully humbled me. Let me pull out my journal and get to work! #HubSpot, #INBOUND2021, & #BlackAtINBOUND, thank you. I've learned so much and made some amazing connections that would not have been possible without this event. And thank you Ryan Malone and Jen Spencer for making this possible for all of us SmartBugs.",Event/Seminar
